ID,Cohort,ReferenceCoded,Reference,YearPublished,YearDataCollection,StudyType,Country,AgeMean,AgeRangeLower,AgeRangeUpper,OutcomeDefinitionLabel,Severity,Predictor,Predictor_clean,ReverseD,PredictorCoded,PredictorBroad,Test_dependency,Rcode,metaP_code,effectType,ratesControl,IncludeStudy,IncludeD,
669,Tumati,Tumati,"Tumati, Shankar, Krista L. Lanctôt, RuoDing Wang, Abby Li, Andrew Davis, and Nathan Herrmann. ""Medical cannabis use among older adults in Canada: self-reported data on types and amount used, and perceived effects."" Drugs & aging 39, no. 2 (2022): 153-163.",2022,2014-2020,MedicalSample,Canada,73.2,NA,NA,Med.HAL,AE,rates,rates,no,rates,rates,NA,TumatiCanOil_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
671,Ergisi,MedicalCannabisRegistryUK,"Ergisi, Mehmet, Simon Erridge, Michael Harris, Michal Kawka, Devaki Nimalan, Oliver Salazar, Katerina Loupasaki et al. ""UK Medical Cannabis Registry: an analysis of clinical outcomes of medicinal cannabis therapy for generalized anxiety disorder."" Expert review of clinical pharmacology (2022): 1-9.",2022,2019-2022,MedicalSample,UK,37.42,NA,NA,Med.PAR,AE,rates,rates,no,rates,rates,NA,ErgisiCanMedPTSD_paranoiaDF,NA,rates,,No,No,
,,,,,,,,,,,,,,,,,,,,,,,,,
673,Tofthagen,Tofthagen,"Tofthagen, Cindy, Adam Perlman, Pooja Advani, Brenda Ernst, Judith Kaur, Winston Tan, Katharine Sheffield, John Crump, Joshua Henry, and Jason Starr. ""Medical Marijuana Use for Cancer-Related Symptoms among Floridians: A Descriptive Study."" Journal of Palliative Medicine 25, no. 10 (2022): 1563-1570.",2022,NA,MedicalSample,Canada,57.33,19,82,Med.PAR,AE,rates,rates,no,rates,rates,NA,TofthagenMedCanCancer_paranoiaDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
675,Gibson,Gibson,"Gibson, Laurel P., Hollis C. Karoly, Jarrod M. Ellingson, Jost Klawitter, Cristina Sempio, Julia E. Squeri, Angela D. Bryan, L. Cinnamon Bidwell, and Kent E. Hutchison. ""Effects of cannabidiol in cannabis flower: implications for harm reduction."" Addiction Biology 27, no. 1 (2022): e13092.",2021,NA,Experiment,US,36,NA,NA,THC.PLE,psych_like,THC vs CBD,THC vs CBD,yes,CBD (administration),CannabisDynamics,independent,Gibson2022CBD_paranoia,pEstimate_Gibson2022CBD_paranoia,cohen,,Yes,Yes,
676,Gibson,Gibson,"Gibson, Laurel P., Hollis C. Karoly, Jarrod M. Ellingson, Jost Klawitter, Cristina Sempio, Julia E. Squeri, Angela D. Bryan, L. Cinnamon Bidwell, and Kent E. Hutchison. ""Effects of cannabidiol in cannabis flower: implications for harm reduction."" Addiction Biology 27, no. 1 (2022): e13092.",2021,NA,Experiment,US,36,NA,NA,THC.PLE,psych_like,THCplasmaLevel,THCplasmaLevel,yes,THCplasmaLevel,CannabisDynamics,independent,Gibson2022plasmaTHC_paranoia,pEstimate_Gibson2022plasmaTHC_paranoia,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
678,Drennan,Drennan,"Drennan, M. L., H. C. Karoly, A. D. Bryan, K. E. Hutchison, and L. C. Bidwell. ""Acute objective and subjective intoxication effects of legal-market high potency THC-dominant versus CBD-dominant cannabis concentrates."" Scientific reports 11, no. 1 (2021): 1-10.",2021,NA,QuasiExperimental,US,29.8,21,60,THC.PAR,psych_like,THC (smoked),THC with and without THC (in a natural setting),yes,CBDcontent,CannabisStrain,independent,drennanColoradoTHC_CBD,pEstimate_drennanColoradoTHC_CBD,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
680,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,Childhood trauma,Childhood trauma,no,Other,Other,independent,carlyleSurveyCT_trauma,pEstimate_carlyleSurveyCT_trauma,cohen,,Yes,Yes,
681,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,Age,Age,no,Age,Demographic,independent,carlyleSurveyCT_age,pEstimate_carlyleSurveyCT_age,cohen,,Yes,Yes,
682,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,Indigenous Status ,Indigenous Status ,no,Other,Other,independent,carlyleSurveyCT_indigenous,pEstimate_carlyleSurveyCT_indigenous,cohen,,Yes,Yes,
683,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,GAD-7 - Generalised Anxiety Disorder-7,Anxiety,no,Anxiety,MentalHealthPersonality,independent,carlyleSurveyCT_anxiety,pEstimate_carlyleSurveyCT_anxiety,cohen,,Yes,Yes,
684,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,PHQ-9 - Patient Health Questionnaire-9 (depression severity),Depression,no,Depression,MentalHealthPersonality,independent,carlyleSurveyCT_depression,pEstimate_carlyleSurveyCT_depression,cohen,,Yes,Yes,
685,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,Mental Health Liability (Family History of Mental Illness),Mental Health Liability,no,MentalHealthLiability,MentalHealthPersonality,independent,carlyleSurveyCT_MHliability,pEstimate_carlyleSurveyCT_MHliability,cohen,,Yes,Yes,
686,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,AddictionLiability (Family History of Drug Dependence),Addiction Liability,no,AddictionLiability ,MentalHealthPersonality,independent,carlyleSurveyCT_AddictionLiability,pEstimate_carlyleSurveyCT_AddictionLiability,cohen,,Yes,Yes,
687,Carlyle,Hides,"Carlyle, Molly, Toby Constable, Zoe C. Walter, Joanna Wilson, Grace Newland, and Leanne Hides. ""Cannabis-induced dysphoria/paranoia mediates the link between childhood trauma and psychotic-like experiences in young cannabis users."" Schizophrenia Research 238 (2021): 178-184.",2021,NA,Observational,Australia,19.24,16,25,Can.PAR,psych_like,Male vs female,Male vs female,no,Gender,Demographic,independent,carlyleSurveyCT_gender,pEstimate_carlyleSurveyCT_gender,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
689,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.HAL,psych_like,Single dose vaped (0mg vs high potency THC),Single dose vaped (0mg vs high potency THC),no,SingleDose,CannabisDynamics,dependent,extract_bousoExpTHC_CBD_VAS_hallucinations,pEstimate_bousoExpTHC_CBD_VAS_hallucinations,cohen,,Yes,Yes,
690,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.PAR,psych_like,Single dose vaped (0mg vs high potency THC),Single dose vaped (0mg vs high potency THC),no,SingleDose,CannabisDynamics,dependent,extract_bousoExpTHC_CBD_VAS_paranoia,pEstimate_bousoExpTHC_CBD_VAS_paranoia,cohen,,Yes,Yes,
691,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.PAR,psych_like,Single dose vaped (0mg vs high potency THC),Single dose vaped (0mg vs high potency THC),no,SingleDose,CannabisDynamics,dependent,extract_bousoExpTHC_CBD_PSI_paranoia,pEstimate_bousoExpTHC_CBD_PSI_paranoia,cohen,,Yes,Yes,
692,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.DEL,psych_like,Single dose vaped (0mg vs high potency THC),Single dose vaped (0mg vs high potency THC),no,SingleDose,CannabisDynamics,dependent,extract_bousoExpTHC_CBD_PSI_delusions,pEstimate_bousoExpTHC_CBD_PSI_delusions,cohen,,Yes,Yes,
693,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.HAL,psych_like,THC vs CBD,THC vs CBD,yes,CBD (administration),CannabisDynamics,dependent,extract_bousoExpTHC_CBD_VAS_hallucinations_cbdAdmin,pEstimate_bousoExpTHC_CBD_VAS_hallucinations_cbdAdmin,cohen,,Yes,Yes,
694,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.PAR,psych_like,THC vs CBD,THC vs CBD,yes,CBD (administration),CannabisDynamics,dependent,extract_bousoExpTHC_CBD_VAS_paranoia_cbdAdmin,pEstimate_bousoExpTHC_CBD_VAS_paranoia_cbdAdmin,cohen,,Yes,Yes,
695,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.PAR,psych_like,THC vs CBD,THC vs CBD,yes,CBD (administration),CannabisDynamics,dependent,extract_bousoExpTHC_CBD_PSI_paranoia_cbdAdmin,pEstimate_bousoExpTHC_CBD_PSI_paranoia_cbdAdmin,cohen,,Yes,Yes,
696,Sainz-Cort,Bouso,"Sainz-Cort, Alberto, Daniel Jimenez-Garrido, Elena Muñoz-Marron, Raquel Viejo-Sobera, Joost Heeroma, and Jose Carlos Bouso. ""Opposite Roles for Cannabidiol and δ-9-Tetrahydrocannabinol in Psychotomimetic Effects of Cannabis Extracts: A Naturalistic Controlled Study."" Journal of Clinical Psychopharmacology 41, no. 5 (2021): 561-570.",2021,NA,Experiment,Spain,29.94,21,NA,THC.DEL,psych_like,THC vs CBD,THC vs CBD,yes,CBD (administration),CannabisDynamics,dependent,extract_bousoExpTHC_CBD_PSI_delusions_cbdAdmin,pEstimate_bousoExpTHC_CBD_PSI_delusions_cbdAdmin,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
698,Bloomfield,Freeman_Dronabinol_3325/002,"Bloomfield, Michael AP, Katherine Petrilli, Rachel Lees, Chandni Hindocha, Katherine Beck, Ryan J. Turner, Ellis Chika Onwordi et al. ""The effects of acute Δ9-tetrahydrocannabinol on striatal glutamatergic function: A proton magnetic resonance spectroscopy study."" Biological Psychiatry: Cognitive Neuroscience and Neuroimaging 6, no. 6 (2021): 660-667.",2021,NA,Experiment,UK,23.5,19,35,THC.PLE,psych_like,Single dose oral (0mg vs 15mg THC),Single dose oral (0mg vs 15mg THC),no,SingleDose,CannabisDynamics,dependent,bloomfieldGlutamateTHC_dose,pEstimate_bloomfieldGlutamateTHC_dose,cohen,,Yes,Yes,
699,Bloomfield,Freeman_Dronabinol_3325/002,"Bloomfield, Michael AP, Katherine Petrilli, Rachel Lees, Chandni Hindocha, Katherine Beck, Ryan J. Turner, Ellis Chika Onwordi et al. ""The effects of acute Δ9-tetrahydrocannabinol on striatal glutamatergic function: A proton magnetic resonance spectroscopy study."" Biological Psychiatry: Cognitive Neuroscience and Neuroimaging 6, no. 6 (2021): 660-667.",2021,NA,Experiment,UK,23.5,19,35,HIGH.PLE,psych_like,Glutamate (striatal Glx/Cre measures),Glutamate (striatal Glx/Cre measures),no,Glutamate,Neurotransmission,independent,bloomfieldGlutamateTHC_Gl,pEstimate_bloomfieldGlutamateTHC_Gl,cohen,,no,no,
,,,,,,,,,,,,,,,,,,,,,,,,,
670,Walsh,Walsh,"Walsh, Jennifer H., Kathleen J. Maddison, Tim Rankin, Kevin Murray, Nigel McArdle, Melissa J. Ree, David R. Hillman, and Peter R. Eastwood. ""Treating insomnia symptoms with medicinal cannabis: a randomized, crossover trial of the efficacy of a cannabinoid medicine compared with placebo."" Sleep 44, no. 11 (2021): zsab149.",2021,2019-2019,MedicalTrial,Australia,53,25,70,Med.HAL,AE,rates,NA,no,rates,rates,NA,WalshInsomnia_2021_hallucinationsDF,NA,rates,WalshInsomnia_2021_hallucinationsControls,Yes,Yes,
671,Walsh,Walsh,"Walsh, Jennifer H., Kathleen J. Maddison, Tim Rankin, Kevin Murray, Nigel McArdle, Melissa J. Ree, David R. Hillman, and Peter R. Eastwood. ""Treating insomnia symptoms with medicinal cannabis: a randomized, crossover trial of the efficacy of a cannabinoid medicine compared with placebo."" Sleep 44, no. 11 (2021): zsab149.",2021,2019-2019,MedicalTrial,Australia,53,25,70,Med.HAL,AE,Medical cannabis (placebo controlled),NA,no,Medical cannabis (placebo controlled),CannabisDynamics,dependent,extractWalshInsomnia_2021_hallucinations,pEstimate_walshInsomnia_2021_hallucinations,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
672,Halikas,Halikas,"Halikas, James A., Donald W. Goodwin, and Samuel B. Guze. ""Marihuana effects: a survey of regular users."" Jama 217, no. 5 (1971): 692-694.",1971,NA,Observational,US,22,18,31,Can.HAL,psych_like,rates,NA,no,rates,rates,NA,regularCan_Halikas1971_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
673,Greywoode,Greywoode,"Greywoode, Ruby, Chinazo Cunningham, Maegan Hollins, and Olga Aroniadis. ""Medical Cannabis Use Patterns and Adverse Effects in Inflammatory Bowel Disease."" Journal of Clinical Gastroenterology (2022): 10-1097.",2022,2020-2021,MedicalSample,US,40,18,NA,Med.PAR,AE,rates,NA,no,rates,rates,NA,greywoodeIBD_paranoiaDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
674,Stith,ReleafApp_2021,"Stith, Sarah See, Xiaoxue Li, Franco Brockelman, Keenan Keeling, Branden Hall, and Jacob Miguel Vigil. ""Understanding Feeling"" High"" and Its Role in Medical Cannabis Patient Outcomes."" Frontiers in Pharmacology 14: 1380.",2023,2016-2021,MedicalSample,US,NA,NA,NA,Med.PAR,AE,rates,NA,no,rates,rates,NA,StithReleaf_paranoiaDF,NA,rates,,Yes,Yes,
675,Stith,ReleafApp_2021,"Stith, Sarah See, Xiaoxue Li, Franco Brockelman, Keenan Keeling, Branden Hall, and Jacob Miguel Vigil. ""Understanding Feeling"" High"" and Its Role in Medical Cannabis Patient Outcomes."" Frontiers in Pharmacology 14: 1380.",2023,2016-2021,MedicalSample,US,NA,NA,NA,Med.PAR,AE,Subjective high,Subjective high,no,SubjectiveHigh,CannabisDynamics,independent,StithReleaf_paranoiaCor,pEstimate_StithReleaf_paranoia,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
676,Aladeen,Aladeen,"Aladeen, Traci S., Anna G. Mattle, Kory Zelen, Moustafa Mesha, Michelle M. Rainka, Tanya Geist, Bennett Myers, and Laszlo Mechtler. ""Medical Cannabis in the Treatment of Parkinson’s Disease."" Clinical neuropharmacology (2023): 10-1097.",2023,2016-2018,MedicalSample,US,72,NA,NA,Med.HAL,AE,rates,NA,no,rates,rates,NA,AladeenPD_psychosisDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
677,Arkell,EmeraldClinic,"Arkell, Thomas R., Luke A. Downey, Amie C. Hayley, and Sebastian Roth. ""Assessment of medical cannabis and health-related quality of life."" JAMA network open 6, no. 5 (2023): e2312522-e2312522.",2023,2018-2022,MedicalSample,Australia,55.9,NA,NA,Med.HAL,AE,rates,NA,no,rates,rates,NA,ArkellMed2023_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
678,Bassat,Bassat,"Kliuk-Ben Bassat, Orit, Meir Schechter, Natalia Ashtamker, Ilan Yanuv, Aliza Rozenberg, Boaz Hirshberg, Ayelet Grupper, Nachum Vaisman, Silviu Brill, and Ofri Mosenzon. ""Medical cannabis for pain management in patients undergoing chronic hemodialysis: randomized, double-blind, cross-over, feasibility study."" Clinical Kidney Journal 16, no. 4 (2023): 701-710.",2023,2018-2019,MedicalSample,Israel,64.1,NA,NA,Med.HAL,AE,rates,NA,no,rates,rates,NA,KliukWPE_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
679,Olsson,MedicalCannabisRegistryUK,"Olsson, F., Erridge, S., Tait, J., Holvey, C., Coomber, R., Beri, S., Hoare, J., Khan, S., Weatherall, M.W., Platt, M. and Rucker, J.J., 2023. An observational study of safety and clinical outcome measures across patient groups in the United Kingdom Medical Cannabis Registry. Expert Review of Clinical Pharmacology, 16(3), pp.257-266.",2023,2019-2022,MedicalSample,UK,42.22,NA,NA,Med.PAR,AE,rates,NA,no,rates,rates,NA,OlssonMCR_paranoiaDF,NA,rates,,Yes,Yes,
680,Olsson,MedicalCannabisRegistryUK,"Olsson, F., Erridge, S., Tait, J., Holvey, C., Coomber, R., Beri, S., Hoare, J., Khan, S., Weatherall, M.W., Platt, M. and Rucker, J.J., 2023. An observational study of safety and clinical outcome measures across patient groups in the United Kingdom Medical Cannabis Registry. Expert Review of Clinical Pharmacology, 16(3), pp.257-266.",2023,2019-2022,MedicalSample,UK,42.22,NA,NA,Med.PLE,AE,rates,NA,no,rates,rates,NA,OlssonMCR_psychosisDF,NA,rates,,Yes,Yes,
681,Olsson,MedicalCannabisRegistryUK,"Olsson, F., Erridge, S., Tait, J., Holvey, C., Coomber, R., Beri, S., Hoare, J., Khan, S., Weatherall, M.W., Platt, M. and Rucker, J.J., 2023. An observational study of safety and clinical outcome measures across patient groups in the United Kingdom Medical Cannabis Registry. Expert Review of Clinical Pharmacology, 16(3), pp.257-266.",2023,2019-2022,MedicalSample,UK,42.22,NA,NA,Med.DEL,AE,rates,NA,no,rates,rates,NA,OlssonMCR_delusionsDF,NA,rates,,Yes,Yes,
682,Olsson,MedicalCannabisRegistryUK,"Olsson, F., Erridge, S., Tait, J., Holvey, C., Coomber, R., Beri, S., Hoare, J., Khan, S., Weatherall, M.W., Platt, M. and Rucker, J.J., 2023. An observational study of safety and clinical outcome measures across patient groups in the United Kingdom Medical Cannabis Registry. Expert Review of Clinical Pharmacology, 16(3), pp.257-266.",2023,2019-2022,MedicalSample,UK,42.22,NA,NA,Med.HAL,AE,rates,NA,no,rates,rates,NA,OlssonMCR_hallucinationsDF,NA,rates,,Yes,Yes,
